number,year,type,Luminance,Contrast,Structure
18818,2004,Comedy,104.5799588,73.58311379,94.37700225
18819,2024,Family Comedy,170.8996708,65.606958,76.39171767
18821,2010,Rural,129.3252881,67.64486566,121.217802
18822,2000,Ancient Costume,178.7453086,62.1548841,109.2573097
18823,2000,Romance Ancient Costume,131.6138477,71.84887991,130.1868459
18824,2000,Ancient Costume Romance,94.81626543,74.50722572,124.3897049
18825,2021,Ancient Costume Suspense,46.33182099,57.70028714,82.96265091
18826,2012,Myth and Fantasy Ancient Costume,135.1248354,74.68395518,134.0499722
18827,2018,Wuxia Animation,124.0051132,57.74804367,117.7758502
18828,2015,Action Wuxia Animation,58.4056893,46.96107129,70.48704538
18829,2017,Action Animation,77.20838477,55.76073336,79.59421879
18830,2016,Action Suspense Wuxia Animation,49.44904321,43.88070219,83.50137802
18831,2014,Action Suspense Wuxia Animation,76.25591564,60.89410757,122.0541204
18832,2016,Wuxia Animation,113.6249588,59.81493495,108.1844121
18833,2003,Historical Legend Romance War,109.4383025,47.32769137,66.88706539
18834,2006,War Historical Legend,106.0505247,63.88664528,110.9896015
18835,2015,War,81.75575103,76.15743807,136.622326
18836,2007,Suspense Crime,107.4153807,73.89358186,146.8990236
18837,2007,Family,155.3333025,96.86001741,102.192804
18838,2007,Romance,73.94190329,53.79093665,76.47677111
18839,2010,Documentary,69.99309671,50.81435938,37.77532897
18840,2018,Modern City,48.94833333,56.66735643,89.7763451
18841,2022,Romance Crime,72.01457819,63.09891137,140.5119786
18842,2021,Romance Crime,59.43567901,52.89009393,89.02810841
18843,2021,Crime,57.21777778,49.69487931,83.59536114
18844,2018,Modern City,130.7522119,68.44473297,104.2179889
18845,2019,Modern City,130.4965123,68.46552817,106.720159
18846,2003,Comedy Romance Family,200.4404012,66.03963727,112.2245789
18847,2006,Romance Youth Idol,197.9414198,70.76783889,71.98856878
18848,2012,Youth Idol Romance,176.6286008,69.8115534,116.8540127
18849,2016,Romance Comedy,180.6271605,59.46864377,66.04400264
18850,2015,Comedy Ancient Costume,140.4246914,74.26275692,132.5737131
18851,2003,Romance,98.6252572,76.47499773,130.1280145
18852,2017,Ancient Costume,177.1275206,53.26170502,123.417848
18853,2003,Romance Comedy,149.9859156,81.17536025,118.856761
18854,2012,Youth Idol Romance,214.3827675,43.02170068,70.60297346
18855,2015,Myth and Fantasy Modern City,190.1634568,58.89528136,91.82467321
18856,2004,Action,136.8906276,72.27981295,134.101434
18857,2008,Ancient Costume Comedy,105.4854733,57.69115528,86.52243562
18861,2017,Historical Legend Ancient Costume,189.5500514,47.33412064,110.3509092
18862,2018,Ancient Costume,64.15078189,60.96492483,97.96026121
18863,2005,Family,91.32095679,91.46937872,124.9281802
18864,2020,Romance,198.9097531,56.18582085,53.44669065
18865,2021,Rural,123.9526852,49.93023295,71.68709965
18866,2013,Youth Idol Modern City Romance,209.1789403,66.05911157,67.75179248
18867,2017,Ancient Costume,179.5512757,77.63818296,100.4947592
18868,2017,Comedy Romance,168.0734259,66.9822078,83.0023772
18869,2002,Action Animation,165.6200617,73.82911038,111.0026866
18870,2007,Animation,98.72846708,74.52433803,193.6956779
18871,2014,Romance War,83.78894033,55.52666277,90.26510295
18872,2010,Modern City,148.1482716,77.43076498,114.7985627
18873,2021,Comedy Romance Ancient Costume,139.7554424,66.16857521,97.92802418
18874,2013,Suspense Romance Inspiration Modern City Youth Idol,181.1216872,53.70026752,78.01324222
18875,2001,Ancient Costume,97.96550412,93.61790245,121.1309748
18876,2022,Ancient Costume,75.08264403,54.86631556,101.4101164
18878,2002,Family,160.229321,78.76616095,142.059962
18879,2004,Romance,155.3746605,57.32153903,74.92218215
18880,2010,Romance Comedy,103.0214815,68.00574573,57.55800178
18881,2006,,156.0801955,76.23687068,117.8688831
18882,2004,,,,
18883,2006,Suspense Romance,75.37237654,58.36769295,75.60512188
18884,2009,Military,143.6313889,73.01701688,145.9678772
18885,2004,,,,
18886,2011,Romance Comedy,186.6344547,77.62812725,104.5919528
18887,2012,Youth Idol Romance,160.5629321,82.77927472,124.5047509
18888,2013,Romance Comedy Youth Idol,148.5461934,80.70353666,131.284409
18889,2016,,76.75847737,70.08274225,80.83187367
18890,2020,Romance,161.3595267,50.69429842,65.32648061
18891,2018,Romance Comedy,168.5873765,73.95249573,74.9942418
18892,2017,Romance,159.0698868,57.15017869,71.62884431
18893,2015,Action,89.79927984,79.64319014,100.1246556
18894,2009,Family,100.0387654,63.85186189,99.12577911
18895,2003,Inspiration Romance Youth Idol,111.3733951,71.87009887,53.84103239
18896,2018,Ancient Costume,79.33511317,72.15831826,96.38032029
18897,2018,Ancient Costume,111.5942078,68.99712952,163.028167
18898,2007,Action War,91.05203704,67.01531801,103.0771013
18899,2022,Revolution,89.52549383,59.98047477,90.8454513
18900,2004,,106.1611111,73.07142941,86.88115882
18901,2014,War,40.6880144,48.13719057,72.87703475
18902,2005,Crime Suspense,213.1860905,40.0123664,73.33879204
18903,2015,Crime,51.30621399,50.18394845,75.05905319
18904,2011,Rural Family,153.3832202,64.61760918,117.271211
18905,2014,Animation Children,205.3215535,57.23287089,67.54838227
18906,2005,Ancient Costume,,,
18907,2022,Modern City,118.0591872,68.36879526,121.8139567
18908,2024,Comedy,144.4007407,69.63037985,112.2467813
18909,2015,Animation Children,195.5010597,49.38692075,84.07862512
18910,2007,Suspense,78.90532922,62.80248783,90.14319702
18911,2013,Historical Legend Ancient Costume,118.2560494,74.11541171,157.2454557
18912,2007,Romance,112.8290329,68.09835743,85.41590928
18913,2013,Children,98.22687243,49.10025762,76.15137308
18915,2003,Romance Myth and Fantasy Ancient Costume,146.6999588,67.75335714,104.7153042
18916,2005,Comedy Romance,149.8378601,60.10990078,83.59949542
18917,2014,Family,174.471142,59.87370238,90.44406467
18918,2023,Modern City,95.94967078,58.54133426,85.30344345
18919,2012,Historical Legend Ancient Costume,91.7942284,51.63280246,66.57575888
18920,2014,Ancient Costume Comedy,120.5790432,52.67677321,113.1856695
18921,2016,Romance,184.3249794,64.13618039,109.5528462
18922,2011,Ancient Costume Historical Legend,80.2958642,63.33755408,85.90394696
18923,2007,Crime,104.5732305,81.69471216,84.0747184
18924,2003,Family,146.3047119,80.89811665,137.2449782
18925,2014,War Revolution,65.8975823,56.4629914,85.16475627
18926,2008,Animation,85.6913786,69.64953389,102.4560993
18927,2006,Animation Children,112.6534053,62.43424546,133.3686451
18928,2014,Animation Children,174.3402263,46.2901336,47.80803467
18929,2009,Animation Children,149.6371502,59.36718791,126.0599252
18930,2009,War,91.4180144,66.85213127,90.0974394
18932,2011,War,109.7428807,65.0500159,114.8760258
18933,2009,Family Rural,147.2474691,68.0318513,130.2611259
18934,2007,Rural,83.59003086,47.34998969,69.60909616
18936,2006,Family,161.7790226,46.24787934,94.19906985
18937,2004,Romance,121.0132099,81.89784633,116.3236804
18939,2011,War,99.50590535,52.8015413,94.46742718
18940,2012,Romance,108.5653086,81.65198794,76.13941569
18941,2015,Romance Family,87.18893004,75.60651526,92.78161012
18942,2016,Inspiration,152.8811831,61.69476527,70.58788
18943,2018,,166.1650617,75.11885875,95.55385901
18944,2022,Inspiration,152.8675206,75.6640635,90.85246805
18945,2011,Spy Warfare War,94.3194856,46.64074023,50.84417967
18946,2006,Crime,63.81589506,66.31244324,102.9664938
18947,2002,Romance,166.431142,69.80599624,125.5875534
18948,2006,Romance,93.64657407,64.33148527,116.1279312
18949,2011,Documentary,117.5335288,46.35351975,87.03631949
18950,2008,Crime,53.52880658,43.71184325,55.39828185
18951,2008,Romance,252.2515535,13.65920764,14.00560406
18952,2017,Revolution,61.2526749,41.16170414,57.49240768
18953,2008,Inspiration Military,140.8635905,50.41422189,85.73121058
18954,2005,Modern City,112.3281173,78.45067927,143.1330118
18955,2019,Military Revolution,130.596821,53.90591778,103.0585857
18956,2015,War,84.19014403,62.01845253,126.3590151
18957,2014,War Revolution,64.90084362,43.08142954,87.4572553
18958,2005,Revolution,132.6000926,65.97705021,84.93392865
18959,2001,,,,
18960,2022,Modern City,136.4873663,58.49843606,121.8302619
18961,2001,Crime,87.02901235,68.7197811,83.79372675
18962,2016,Revolution War,105.3575,70.08550585,118.7208163
18963,2009,War,80.33412551,63.87866227,119.5602231
18964,2003,Suspense,83.68429012,83.85334977,131.6163631
18965,2007,Crime Suspense,,,
18966,2014,War Suspense,116.8330658,62.27335955,107.1635586
18967,2006,War,91.26226337,67.0620636,114.5618406
18968,2014,Revolution,70.52125514,53.86436805,72.75405369
18969,2020,Modern City,182.9182202,42.2014609,58.42147715
18970,2021,Documentary,94.65965021,50.41474984,45.48502237
18971,2021,Rural,100.318786,54.05558316,76.91737194
18972,2004,Historical Legend,133.7625823,50.32396325,59.34262133
18973,2016,Revolution,89.67252058,71.01966538,112.8941867
18974,2003,Youth Idol,149.3323663,69.60764162,79.03204754
18975,2007,Ancient Costume,109.2363889,67.31220221,138.081619
18976,2017,Military Inspiration,101.3387654,69.64948199,101.9921637
18977,2021,Romance,132.3452675,61.94117736,75.04568119
18979,2010,Romance Ancient Costume,103.25857,69.93618802,122.9941751
18980,2013,Family,92.46578189,51.75888387,80.22758894
18981,2013,War,71.89055556,47.82892909,93.96723374
18982,2008,,61.1759465,50.22970046,91.78141959
18983,2014,Ancient Costume Romance Historical Legend,113.6612654,75.57124484,111.7584675
18984,2001,Romance War,183.775144,81.73512736,128.792646
18985,2004,Family,155.046214,71.1366206,83.52666433
18986,2007,Romance War,69.28581276,67.3956365,100.5494811
18987,2007,War,98.27783951,73.79859637,100.8651302
18989,2003,,160.5213169,70.20960973,87.28920856
18990,2012,Romance Spy Warfare,104.8528189,57.30250988,91.92684967
18991,2007,Comedy,177.6184362,77.78767163,123.5173284
18992,2003,Crime,132.9594239,69.36893064,128.9057525
18993,2009,War,97.57147119,74.37592324,119.4931824
18994,2009,Family,97.78360082,52.19627136,122.5756131
18995,2010,War,114.9613374,69.18531511,129.8345528
18996,2011,Rural,155.0194444,65.7844087,117.137353
18997,2012,Modern City Crime Family,137.0279218,88.44329309,70.81259273
18998,2019,Revolution,136.8353086,60.1022128,115.1735683
18999,2019,Revolution,132.8188169,70.81369562,63.67348344
19000,2021,Documentary,111.8796091,53.52381909,58.51581011
19001,2023,Romance,117.5657819,61.3004014,114.0566673
19002,2024,Modern City Romance Suspense,31.36747942,44.8699739,61.61481129
19003,2021,Inspiration,107.4618621,54.04253361,92.28727834
19004,2011,Romance,94.8719856,72.2218265,107.8799753
19005,2020,Modern City Suspense,50.07534979,51.10870145,69.74730904
19006,2021,Comedy Romance Family,181.7282305,50.95510258,82.89156288
19007,2003,Romance,159.3939609,63.56149764,99.41458934
19008,2020,Romance Suspense,76.82903292,55.66938901,41.12188868
19009,2000,Crime,87.33851852,71.37774184,107.0595351
19010,2024,Suspense,108.6617593,94.14778783,54.62776078
19011,2008,Romance,55.23502058,65.56711756,129.742323
19012,2016,Horror Suspense,76.41136831,56.96079679,122.3352121
19013,2004,Family,90.82506173,81.50573318,128.4336277
19014,2011,Suspense Action,62.80231481,60.04870404,80.20477941
19015,2020,Crime,59.44993827,63.91721034,82.6048422
19016,2008,War Historical Legend,112.8176029,74.19124238,151.7405045
19017,2001,Family,,,
19018,2013,War Revolution,73.23601852,64.50284459,117.8123609
19020,2009,Animation,146.6175,69.17223851,150.6022632
19021,2008,Family,95.02736626,58.14832825,98.92918974
19022,2003,Crime,74.57925926,67.03399247,114.9152712
19023,2021,Crime,155.4766975,74.85761362,121.1375886
19024,2002,Suspense,79.28466049,80.08785715,96.04934279
19025,2001,Suspense Crime,55.98918724,64.11742985,86.05805212
19026,2006,Modern City,89.30563786,71.77480559,121.028876
19027,2023,Crime Suspense,107.0714198,76.85688146,95.6131428
19028,2001,Crime Suspense,85.95910494,67.37490698,89.00429113
19030,2019,Ancient Costume,135.1590638,78.12793282,57.53295219
19031,2020,Ancient Costume,66.89016461,39.16925909,57.55475751
19032,2018,Comedy Action,118.0475103,75.718044,90.75810451
19033,2020,Suspense,203.8469856,59.09909785,84.37360565
19034,2017,Suspense,77.04685185,67.08469852,71.1765181
19035,2008,Family,106.7375514,70.15332158,103.6828474
19036,2008,Romance,148.6674177,65.82683556,126.5275302
19037,2021,Military,139.1308745,47.43486612,91.33595964
19039,2018,Spy Warfare,71.05449588,55.49023552,92.19121328
19040,2010,Comedy Romance Modern City,193.7005453,51.14789525,84.94409674
19041,2017,Modern City,183.3771193,49.34859085,68.21553066
19042,2019,Suspense,132.3810082,71.72810529,102.4446945
19043,2008,Family,148.6319959,91.32700373,109.1884967
19044,2010,Family Romance,95.16624486,66.8395144,171.9901754
19045,2024,Ancient Costume,90.63723251,74.91229106,85.45222778
19046,2019,Ancient Costume,80.44363169,66.15333099,122.9533379
19047,2016,Modern City,170.3649486,58.76413298,115.9721704
19048,2014,Comedy,168.5934362,54.95091894,45.47354952
19049,2015,Sci-Fi,36.98101852,64.68839237,92.40316138
19050,2013,Suspense Modern City,95.59547325,60.83654448,75.61314323
19051,2016,Modern City,166.1029733,74.69098207,77.20955615
19052,2023,Modern City Romance,159.952428,67.1548222,60.99391081
19053,2018,Comedy,76.07802469,64.53431858,149.2128896
19054,2019,Modern City,138.500751,66.08611837,81.14788895
19055,2008,Historical Legend,104.5060905,50.39534897,65.69328667
19056,2006,Comedy Family,92.45002058,54.79505542,82.83027005
19057,2014,Modern City,148.7307202,61.52068623,95.43491563
19058,2006,Comedy Romance Family,156.2708128,95.79003533,97.7442609
19059,2018,Modern City,105.2234156,62.48007372,86.93701681
19060,2015,Romance Youth Idol,163.7935082,53.8848023,92.45721125
19061,2016,War,90.86733539,51.68038391,70.6345002
19062,2021,Modern City,190.2989918,76.14849816,68.17478701
19063,2006,Family,137.2602984,78.59085691,117.4587659
19064,2008,Ancient Costume,159.5580967,70.89951011,136.141258
19065,2003,Comedy,66.32514403,54.47143456,73.10030966
19066,2019,War,118.826893,76.70865324,131.7346304
19069,2004,Romance,130.8012654,65.47195721,97.64631944
19070,2003,Suspense,88.32553498,59.75428729,48.46809141
19071,2001,Family,129.5031893,65.05959985,61.78354084
19072,2011,Modern City Youth Idol,68.92264403,66.31471289,118.060714
19073,2005,Family Romance,132.3740638,60.99808423,102.4654093
19074,2011,Modern City,74.72063786,89.59523258,68.30211425
19075,2018,Action Crime,103.2031893,65.33627206,106.5661575
19076,2012,Spy Warfare,117.9994547,77.45303415,104.2635231
19077,2017,Action Sci-Fi Crime,54.97382716,69.27029686,97.57882913
19078,2010,Historical Legend Historical Legend,114.6487037,45.25837037,95.03644467
19079,2014,War Historical Legend,104.223642,59.75055198,144.0333218
19080,2015,Ancient Costume Historical Legend Romance,162.9767284,75.60648238,111.476289
19081,2010,Historical Legend Ancient Costume,100.3245988,80.30248419,94.20045902
19082,2012,Historical Legend,125.3677366,59.41009804,97.70366425
19083,2007,Family,109.5865329,59.5706649,86.01985438
19084,2017,Comedy Romance Crime,195.6612551,60.32733485,54.32564063
19085,2006,,120.254856,89.95537192,138.2984947
19086,2009,Family,66.28648148,65.36256972,87.20191899
19087,2015,Spy Warfare,62.10659465,59.6388785,79.59564721
19088,2018,Sci-Fi,89.73524691,71.28038208,123.3852135
19089,2023,Revolution,93.23339506,81.73749695,55.01847253
19091,2014,Modern City Family,179.8683951,73.8092024,109.9748071
19092,2021,Modern City,152.0287757,64.8979462,113.5654618
19093,2001,Romance,,,
19094,2004,Romance,157.3313477,42.46097449,67.75692581
19095,2005,Romance Youth Idol,,,
19096,2008,Military,126.0192901,77.69063682,137.1159153
19097,2004,Family,148.9444856,73.36826598,131.8924137
19098,2005,Romance Action,85.70273663,79.77386744,128.8801341
19100,2005,Comedy Romance,,,
19101,2011,Action Comedy,85.23815844,63.96214495,101.6281475
19102,2004,Romance,162.4021605,78.5610606,106.6653875
19103,2001,,,,
19104,2010,Historical Legend Action,153.797428,77.05826328,120.7986034
19106,2018,Modern City,175.526142,81.83151299,77.34106244
19107,2009,Historical Legend Spy Warfare War,,,
19109,2001,Historical Legend Historical Legend Ancient Costume,105.0104115,68.91304217,103.9721502
19110,2008,Modern City Romance,106.3530247,61.43773323,118.0499126
19111,2018,Romance,186.3722016,66.28547629,49.77704106
19113,2006,Family,132.6306276,58.22116689,73.77490823
19114,2014,Modern City,162.0680658,64.26826634,83.33024079
19115,2013,Family Modern City,192.4835185,55.73570805,97.70005015
19118,2006,Family,143.2106893,34.82652841,36.33799058
19120,2001,Romance,82.84945473,83.56089658,127.763029
19122,2009,Family Rural,184.2441255,64.25679146,81.93307436
19123,2010,Spy Warfare,54.29471193,50.91671321,91.27448428
19124,2008,Revolution,123.7136831,58.646041,86.29596421
